"area","area_code","category","twin_name","similarity","age_group","area_share","twin_share","difference_pp","direction","comparison_text"
"독립문역 1번",3110002,"한식음식점","창동중학교",86.02614015572858,"20대",0.12024994126727097,0.09729910639579638,2.2950834871474592,"우리 상권이 높음","20대 유동 비중: 우리 상권 12.0% / BEST TWIN 9.7% / 우리 상권이 2.3%p 높음"
"독립문역 1번",3110002,"한식음식점","창동중학교",86.02614015572858,"30대",0.12148451111507043,0.12312326383078416,-0.16387527157137316,"우리 상권이 낮음","30대 유동 비중: 우리 상권 12.1% / BEST TWIN 12.3% / 우리 상권이 0.2%p 낮음"
"독립문역 1번",3110002,"한식음식점","창동중학교",86.02614015572858,"40대",0.15405003555498092,0.1524147394491114,0.1635296105869516,"우리 상권이 높음","40대 유동 비중: 우리 상권 15.4% / BEST TWIN 15.2% / 우리 상권이 0.2%p 높음"
"독립문역 1번",3110002,"한식음식점","창동중학교",86.02614015572858,"50대",0.15756769242655255,0.15994511195153788,-0.23774195249853247,"우리 상권이 낮음","50대 유동 비중: 우리 상권 15.8% / BEST TWIN 16.0% / 우리 상권이 0.2%p 낮음"
"독립문역 1번",3110002,"한식음식점","창동중학교",86.02614015572858,"60대 이상",0.26468199971934425,0.2430335687271997,2.1648430992144556,"우리 상권이 높음","60대 이상 유동 비중: 우리 상권 26.5% / BEST TWIN 24.3% / 우리 상권이 2.2%p 높음"
"세검정초등학교",3110003,"분식전문점",,,"10대",0.2386373612481608,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교",3110003,"분식전문점",,,"20대",0.1104255700194191,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교",3110003,"분식전문점",,,"30대",0.09336976026350997,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교",3110003,"분식전문점",,,"40대",0.1520906272057197,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교",3110003,"분식전문점",,,"50대",0.17201189727886618,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교",3110003,"분식전문점",,,"60대 이상",0.23346478398432424,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교",3110003,"커피-음료","평창동서측",87.3315868263473,"10대",0.2386373612481608,0.21129388695834372,2.7343474289817067,"우리 상권이 높음","10대 유동 비중: 우리 상권 23.9% / BEST TWIN 21.1% / 우리 상권이 2.7%p 높음"
"세검정초등학교",3110003,"커피-음료","평창동서측",87.3315868263473,"20대",0.1104255700194191,0.07024285335895095,4.018271666046816,"우리 상권이 높음","20대 유동 비중: 우리 상권 11.0% / BEST TWIN 7.0% / 우리 상권이 4.0%p 높음"
"세검정초등학교",3110003,"커피-음료","평창동서측",87.3315868263473,"30대",0.09336976026350997,0.1129191029092591,-1.9549342645749133,"우리 상권이 낮음","30대 유동 비중: 우리 상권 9.3% / BEST TWIN 11.3% / 우리 상권이 2.0%p 낮음"
"세검정초등학교",3110003,"커피-음료","평창동서측",87.3315868263473,"40대",0.1520906272057197,0.1579199133429004,-0.58292861371807,"우리 상권이 낮음","40대 유동 비중: 우리 상권 15.2% / BEST TWIN 15.8% / 우리 상권이 0.6%p 낮음"
"세검정초등학교",3110003,"커피-음료","평창동서측",87.3315868263473,"50대",0.17201189727886618,0.167613490359793,0.4398406919073172,"우리 상권이 높음","50대 유동 비중: 우리 상권 17.2% / BEST TWIN 16.8% / 우리 상권이 0.4%p 높음"
"세검정초등학교",3110003,"커피-음료","평창동서측",87.3315868263473,"60대 이상",0.23346478398432424,0.28001075307075285,-4.65459690864286,"우리 상권이 낮음","60대 이상 유동 비중: 우리 상권 23.3% / BEST TWIN 28.0% / 우리 상권이 4.7%p 낮음"
"세검정초등학교",3110003,"편의점",,,"10대",0.2386373612481608,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교",3110003,"편의점",,,"20대",0.1104255700194191,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교",3110003,"편의점",,,"30대",0.09336976026350997,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교",3110003,"편의점",,,"40대",0.1520906272057197,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교",3110003,"편의점",,,"50대",0.17201189727886618,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교",3110003,"편의점",,,"60대 이상",0.23346478398432424,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교",3110003,"한식음식점","세검정",89.57174638487209,"10대",0.2386373612481608,0.15664898635191513,8.198837489624566,"우리 상권이 높음","10대 유동 비중: 우리 상권 23.9% / BEST TWIN 15.7% / 우리 상권이 8.2%p 높음"
"세검정초등학교",3110003,"한식음식점","세검정",89.57174638487209,"20대",0.1104255700194191,0.09130170443824819,1.912386558117092,"우리 상권이 높음","20대 유동 비중: 우리 상권 11.0% / BEST TWIN 9.1% / 우리 상권이 1.9%p 높음"
"세검정초등학교",3110003,"한식음식점","세검정",89.57174638487209,"30대",0.09336976026350997,0.10736074131533156,-1.399098105182159,"우리 상권이 낮음","30대 유동 비중: 우리 상권 9.3% / BEST TWIN 10.7% / 우리 상권이 1.4%p 낮음"
"세검정초등학교",3110003,"한식음식점","세검정",89.57174638487209,"40대",0.1520906272057197,0.1734417912325206,-2.13511640268009,"우리 상권이 낮음","40대 유동 비중: 우리 상권 15.2% / BEST TWIN 17.3% / 우리 상권이 2.1%p 낮음"
"세검정초등학교",3110003,"한식음식점","세검정",89.57174638487209,"50대",0.17201189727886618,0.18285498647770393,-1.0843089198837752,"우리 상권이 낮음","50대 유동 비중: 우리 상권 17.2% / BEST TWIN 18.3% / 우리 상권이 1.1%p 낮음"
"세검정초등학교",3110003,"한식음식점","세검정",89.57174638487209,"60대 이상",0.23346478398432424,0.28841275498438124,-5.4947971000057,"우리 상권이 낮음","60대 이상 유동 비중: 우리 상권 23.3% / BEST TWIN 28.8% / 우리 상권이 5.5%p 낮음"
"세검정초등학교",3110003,"호프-간이주점",,,"10대",0.2386373612481608,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교",3110003,"호프-간이주점",,,"20대",0.1104255700194191,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교",3110003,"호프-간이주점",,,"30대",0.09336976026350997,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교",3110003,"호프-간이주점",,,"40대",0.1520906272057197,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교",3110003,"호프-간이주점",,,"50대",0.17201189727886618,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교",3110003,"호프-간이주점",,,"60대 이상",0.23346478398432424,,,"비교 불가","적합한 비교 상권 없음"
"대신고등학교",3110004,"커피-음료",,,"10대",0.18649817932110915,,,"비교 불가","적합한 비교 상권 없음"
"대신고등학교",3110004,"커피-음료",,,"20대",0.12050389439551246,,,"비교 불가","적합한 비교 상권 없음"
"대신고등학교",3110004,"커피-음료",,,"30대",0.13073445692309527,,,"비교 불가","적합한 비교 상권 없음"
"대신고등학교",3110004,"커피-음료",,,"40대",0.1589860769609572,,,"비교 불가","적합한 비교 상권 없음"
"대신고등학교",3110004,"커피-음료",,,"50대",0.15563098408673826,,,"비교 불가","적합한 비교 상권 없음"
"대신고등학교",3110004,"커피-음료",,,"60대 이상",0.2476481122703704,,,"비교 불가","적합한 비교 상권 없음"
"대신고등학교",3110004,"한식음식점","창동중학교",88.05617352614016,"10대",0.18649817932110915,0.22417751598112387,-3.767933666001472,"우리 상권이 낮음","10대 유동 비중: 우리 상권 18.6% / BEST TWIN 22.4% / 우리 상권이 3.8%p 낮음"
"대신고등학교",3110004,"한식음식점","창동중학교",88.05617352614016,"20대",0.12050389439551246,0.09729910639579638,2.3204787999716077,"우리 상권이 높음","20대 유동 비중: 우리 상권 12.1% / BEST TWIN 9.7% / 우리 상권이 2.3%p 높음"
"대신고등학교",3110004,"한식음식점","창동중학교",88.05617352614016,"30대",0.13073445692309527,0.12312326383078416,0.7611193092311106,"우리 상권이 높음","30대 유동 비중: 우리 상권 13.1% / BEST TWIN 12.3% / 우리 상권이 0.8%p 높음"
"대신고등학교",3110004,"한식음식점","창동중학교",88.05617352614016,"40대",0.1589860769609572,0.1524147394491114,0.6571337511845798,"우리 상권이 높음","40대 유동 비중: 우리 상권 15.9% / BEST TWIN 15.2% / 우리 상권이 0.7%p 높음"
"대신고등학교",3110004,"한식음식점","창동중학교",88.05617352614016,"50대",0.15563098408673826,0.15994511195153788,-0.4314127864799622,"우리 상권이 낮음","50대 유동 비중: 우리 상권 15.6% / BEST TWIN 16.0% / 우리 상권이 0.4%p 낮음"
"대신고등학교",3110004,"한식음식점","창동중학교",88.05617352614016,"60대 이상",0.2476481122703704,0.2430335687271997,0.46145435431707016,"우리 상권이 높음","60대 이상 유동 비중: 우리 상권 24.8% / BEST TWIN 24.3% / 우리 상권이 0.5%p 높음"
"세검정",3110005,"분식전문점",,,"10대",0.15664898635191513,,,"비교 불가","적합한 비교 상권 없음"
"세검정",3110005,"분식전문점",,,"20대",0.09130170443824819,,,"비교 불가","적합한 비교 상권 없음"
"세검정",3110005,"분식전문점",,,"30대",0.10736074131533156,,,"비교 불가","적합한 비교 상권 없음"
"세검정",3110005,"분식전문점",,,"40대",0.1734417912325206,,,"비교 불가","적합한 비교 상권 없음"
"세검정",3110005,"분식전문점",,,"50대",0.18285498647770393,,,"비교 불가","적합한 비교 상권 없음"
"세검정",3110005,"분식전문점",,,"60대 이상",0.28841275498438124,,,"비교 불가","적합한 비교 상권 없음"
"세검정",3110005,"한식음식점",,,"10대",0.15664898635191513,,,"비교 불가","적합한 비교 상권 없음"
"세검정",3110005,"한식음식점",,,"20대",0.09130170443824819,,,"비교 불가","적합한 비교 상권 없음"
"세검정",3110005,"한식음식점",,,"30대",0.10736074131533156,,,"비교 불가","적합한 비교 상권 없음"
"세검정",3110005,"한식음식점",,,"40대",0.1734417912325206,,,"비교 불가","적합한 비교 상권 없음"
"세검정",3110005,"한식음식점",,,"50대",0.18285498647770393,,,"비교 불가","적합한 비교 상권 없음"
"세검정",3110005,"한식음식점",,,"60대 이상",0.28841275498438124,,,"비교 불가","적합한 비교 상권 없음"
"부암동주민센터",3110006,"커피-음료",,,"10대",0.09973327148324249,,,"비교 불가","적합한 비교 상권 없음"
"부암동주민센터",3110006,"커피-음료",,,"20대",0.0677258494723414,,,"비교 불가","적합한 비교 상권 없음"
"부암동주민센터",3110006,"커피-음료",,,"30대",0.1242027136727357,,,"비교 불가","적합한 비교 상권 없음"
"부암동주민센터",3110006,"커피-음료",,,"40대",0.1354516989446828,,,"비교 불가","적합한 비교 상권 없음"
"부암동주민센터",3110006,"커피-음료",,,"50대",0.151339441029804,,,"비교 불가","적합한 비교 상권 없음"
"부암동주민센터",3110006,"커피-음료",,,"60대 이상",0.4214310564768642,,,"비교 불가","적합한 비교 상권 없음"
"사직공원(한국사회과학도서관)",3110007,"한식음식점","영천시장입구",88.75139043381535,"10대",0.20601114043019314,0.17483324132272426,3.117789910746888,"우리 상권이 높음","10대 유동 비중: 우리 상권 20.6% / BEST TWIN 17.5% / 우리 상권이 3.1%p 높음"
"사직공원(한국사회과학도서관)",3110007,"한식음식점","영천시장입구",88.75139043381535,"20대",0.11576368101536588,0.11705648776090072,-0.12928067455348358,"우리 상권이 낮음","20대 유동 비중: 우리 상권 11.6% / BEST TWIN 11.7% / 우리 상권이 0.1%p 낮음"
"사직공원(한국사회과학도서관)",3110007,"한식음식점","영천시장입구",88.75139043381535,"30대",0.12347664176340578,0.13159627433005303,-0.8119632566647245,"우리 상권이 낮음","30대 유동 비중: 우리 상권 12.3% / BEST TWIN 13.2% / 우리 상권이 0.8%p 낮음"
"사직공원(한국사회과학도서관)",3110007,"한식음식점","영천시장입구",88.75139043381535,"40대",0.16756640433425724,0.1596046413865408,0.7961762947716444,"우리 상권이 높음","40대 유동 비중: 우리 상권 16.8% / BEST TWIN 16.0% / 우리 상권이 0.8%p 높음"
"사직공원(한국사회과학도서관)",3110007,"한식음식점","영천시장입구",88.75139043381535,"50대",0.1625678959438379,0.1758943177962024,-1.3326421852364518,"우리 상권이 낮음","50대 유동 비중: 우리 상권 16.3% / BEST TWIN 17.6% / 우리 상권이 1.3%p 낮음"
"사직공원(한국사회과학도서관)",3110007,"한식음식점","영천시장입구",88.75139043381535,"60대 이상",0.2246160837074672,0.2410150374035788,-1.6398953696111607,"우리 상권이 낮음","60대 이상 유동 비중: 우리 상권 22.5% / BEST TWIN 24.1% / 우리 상권이 1.6%p 낮음"
"배화여자대학교(박노수미술관)",3110008,"분식전문점",,,"10대",0.17421155380973352,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)",3110008,"분식전문점",,,"20대",0.13808248671651033,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)",3110008,"분식전문점",,,"30대",0.15487393128862925,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)",3110008,"분식전문점",,,"40대",0.17816918162904768,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)",3110008,"분식전문점",,,"50대",0.15622210635903303,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)",3110008,"분식전문점",,,"60대 이상",0.19844074019704616,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)",3110008,"커피-음료","서강대역 1번",85.56324850299401,"10대",0.17421155380973352,0.15194244401625817,2.226910979347535,"우리 상권이 높음","10대 유동 비중: 우리 상권 17.4% / BEST TWIN 15.2% / 우리 상권이 2.2%p 높음"
"배화여자대학교(박노수미술관)",3110008,"커피-음료","서강대역 1번",85.56324850299401,"20대",0.13808248671651033,0.3088602423757383,-17.077775565922796,"우리 상권이 낮음","20대 유동 비중: 우리 상권 13.8% / BEST TWIN 30.9% / 우리 상권이 17.1%p 낮음"
"배화여자대학교(박노수미술관)",3110008,"커피-음료","서강대역 1번",85.56324850299401,"30대",0.15487393128862925,0.15458331737539713,0.029061391323212393,"차이 없음","30대 유동 비중: 우리 상권 15.5% / BEST TWIN 15.5% / 차이 없음"
"배화여자대학교(박노수미술관)",3110008,"커피-음료","서강대역 1번",85.56324850299401,"40대",0.17816918162904768,0.13490377034306703,4.326541128598066,"우리 상권이 높음","40대 유동 비중: 우리 상권 17.8% / BEST TWIN 13.5% / 우리 상권이 4.3%p 높음"
"배화여자대학교(박노수미술관)",3110008,"커피-음료","서강대역 1번",85.56324850299401,"50대",0.15622210635903303,0.11467174855399087,4.155035780504216,"우리 상권이 높음","50대 유동 비중: 우리 상권 15.6% / BEST TWIN 11.5% / 우리 상권이 4.2%p 높음"
"배화여자대학교(박노수미술관)",3110008,"커피-음료","서강대역 1번",85.56324850299401,"60대 이상",0.19844074019704616,0.1350389175544782,6.340182264256796,"우리 상권이 높음","60대 이상 유동 비중: 우리 상권 19.8% / BEST TWIN 13.5% / 우리 상권이 6.3%p 높음"
"배화여자대학교(박노수미술관)",3110008,"한식음식점","남영역 1번",85.45606229143492,"10대",0.17421155380973352,0.11755619889999941,5.6655354909734115,"우리 상권이 높음","10대 유동 비중: 우리 상권 17.4% / BEST TWIN 11.8% / 우리 상권이 5.7%p 높음"
"배화여자대학교(박노수미술관)",3110008,"한식음식점","남영역 1번",85.45606229143492,"20대",0.13808248671651033,0.1922508569703213,-5.4168370253810965,"우리 상권이 낮음","20대 유동 비중: 우리 상권 13.8% / BEST TWIN 19.2% / 우리 상권이 5.4%p 낮음"
"배화여자대학교(박노수미술관)",3110008,"한식음식점","남영역 1번",85.45606229143492,"30대",0.15487393128862925,0.2549893729759812,-10.011544168735192,"우리 상권이 낮음","30대 유동 비중: 우리 상권 15.5% / BEST TWIN 25.5% / 우리 상권이 10.0%p 낮음"
"배화여자대학교(박노수미술관)",3110008,"한식음식점","남영역 1번",85.45606229143492,"40대",0.17816918162904768,0.167456441042218,1.0712740586829694,"우리 상권이 높음","40대 유동 비중: 우리 상권 17.8% / BEST TWIN 16.7% / 우리 상권이 1.1%p 높음"
"배화여자대학교(박노수미술관)",3110008,"한식음식점","남영역 1번",85.45606229143492,"50대",0.15622210635903303,0.12988650693568726,2.633559942334576,"우리 상권이 높음","50대 유동 비중: 우리 상권 15.6% / BEST TWIN 13.0% / 우리 상권이 2.6%p 높음"
"배화여자대학교(박노수미술관)",3110008,"한식음식점","남영역 1번",85.45606229143492,"60대 이상",0.19844074019704616,0.13786180724532143,6.057893295172473,"우리 상권이 높음","60대 이상 유동 비중: 우리 상권 19.8% / BEST TWIN 13.8% / 우리 상권이 6.1%p 높음"
"배화여자대학교(박노수미술관)",3110008,"호프-간이주점",,,"10대",0.17421155380973352,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)",3110008,"호프-간이주점",,,"20대",0.13808248671651033,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)",3110008,"호프-간이주점",,,"30대",0.15487393128862925,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)",3110008,"호프-간이주점",,,"40대",0.17816918162904768,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)",3110008,"호프-간이주점",,,"50대",0.15622210635903303,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)",3110008,"호프-간이주점",,,"60대 이상",0.19844074019704616,,,"비교 불가","적합한 비교 상권 없음"
"자하문터널",3110009,"커피-음료",,,"10대",0.12132532914229768,,,"비교 불가","적합한 비교 상권 없음"
"자하문터널",3110009,"커피-음료",,,"20대",0.10180867235204699,,,"비교 불가","적합한 비교 상권 없음"
"자하문터널",3110009,"커피-음료",,,"30대",0.14765027181614407,,,"비교 불가","적합한 비교 상권 없음"
"자하문터널",3110009,"커피-음료",,,"40대",0.17329245355937445,,,"비교 불가","적합한 비교 상권 없음"
"자하문터널",3110009,"커피-음료",,,"50대",0.17841316053899467,,,"비교 불가","적합한 비교 상권 없음"
"자하문터널",3110009,"커피-음료",,,"60대 이상",0.27751011259114217,,,"비교 불가","적합한 비교 상권 없음"
"자하문터널",3110009,"한식음식점","북한산우이역 2번",86.21384872080088,"10대",0.12132532914229768,0.12620748065741885,-0.4882151515121169,"우리 상권이 낮음","10대 유동 비중: 우리 상권 12.1% / BEST TWIN 12.6% / 우리 상권이 0.5%p 낮음"
"자하문터널",3110009,"한식음식점","북한산우이역 2번",86.21384872080088,"20대",0.10180867235204699,0.1367982114788872,-3.498953912684022,"우리 상권이 낮음","20대 유동 비중: 우리 상권 10.2% / BEST TWIN 13.7% / 우리 상권이 3.5%p 낮음"
"자하문터널",3110009,"한식음식점","북한산우이역 2번",86.21384872080088,"30대",0.14765027181614407,0.13330739062094646,1.434288119519761,"우리 상권이 높음","30대 유동 비중: 우리 상권 14.8% / BEST TWIN 13.3% / 우리 상권이 1.4%p 높음"
"자하문터널",3110009,"한식음식점","북한산우이역 2번",86.21384872080088,"40대",0.17329245355937445,0.13215904408735063,4.113340947202381,"우리 상권이 높음","40대 유동 비중: 우리 상권 17.3% / BEST TWIN 13.2% / 우리 상권이 4.1%p 높음"
"자하문터널",3110009,"한식음식점","북한산우이역 2번",86.21384872080088,"50대",0.17841316053899467,0.16254635352286773,1.5866807016126945,"우리 상권이 높음","50대 유동 비중: 우리 상권 17.8% / BEST TWIN 16.3% / 우리 상권이 1.6%p 높음"
"자하문터널",3110009,"한식음식점","북한산우이역 2번",86.21384872080088,"60대 이상",0.27751011259114217,0.3089700743182408,-3.145996172709864,"우리 상권이 낮음","60대 이상 유동 비중: 우리 상권 27.8% / BEST TWIN 30.9% / 우리 상권이 3.1%p 낮음"
"평창동서측",3110010,"분식전문점",,,"10대",0.21129388695834372,,,"비교 불가","적합한 비교 상권 없음"
"평창동서측",3110010,"분식전문점",,,"20대",0.07024285335895095,,,"비교 불가","적합한 비교 상권 없음"
"평창동서측",3110010,"분식전문점",,,"30대",0.1129191029092591,,,"비교 불가","적합한 비교 상권 없음"
"평창동서측",3110010,"분식전문점",,,"40대",0.1579199133429004,,,"비교 불가","적합한 비교 상권 없음"
"평창동서측",3110010,"분식전문점",,,"50대",0.167613490359793,,,"비교 불가","적합한 비교 상권 없음"
"평창동서측",3110010,"분식전문점",,,"60대 이상",0.28001075307075285,,,"비교 불가","적합한 비교 상권 없음"
"평창동서측",3110010,"커피-음료",,,"10대",0.21129388695834372,,,"비교 불가","적합한 비교 상권 없음"
"평창동서측",3110010,"커피-음료",,,"20대",0.07024285335895095,,,"비교 불가","적합한 비교 상권 없음"
"평창동서측",3110010,"커피-음료",,,"30대",0.1129191029092591,,,"비교 불가","적합한 비교 상권 없음"
"평창동서측",3110010,"커피-음료",,,"40대",0.1579199133429004,,,"비교 불가","적합한 비교 상권 없음"
"평창동서측",3110010,"커피-음료",,,"50대",0.167613490359793,,,"비교 불가","적합한 비교 상권 없음"
"평창동서측",3110010,"커피-음료",,,"60대 이상",0.28001075307075285,,,"비교 불가","적합한 비교 상권 없음"
"평창동서측",3110010,"한식음식점","이북5도청사",85.48387096774194,"10대",0.21129388695834372,0.21190967975986377,-0.06157928015200487,"우리 상권이 낮음","10대 유동 비중: 우리 상권 21.1% / BEST TWIN 21.2% / 우리 상권이 0.1%p 낮음"
"평창동서측",3110010,"한식음식점","이북5도청사",85.48387096774194,"20대",0.07024285335895095,0.10848258953909527,-3.8239736180144326,"우리 상권이 낮음","20대 유동 비중: 우리 상권 7.0% / BEST TWIN 10.8% / 우리 상권이 3.8%p 낮음"
"평창동서측",3110010,"한식음식점","이북5도청사",85.48387096774194,"30대",0.1129191029092591,0.09741198223553711,1.5507120673721995,"우리 상권이 높음","30대 유동 비중: 우리 상권 11.3% / BEST TWIN 9.7% / 우리 상권이 1.6%p 높음"
"평창동서측",3110010,"한식음식점","이북5도청사",85.48387096774194,"40대",0.1579199133429004,0.14715949983323873,1.076041350966167,"우리 상권이 높음","40대 유동 비중: 우리 상권 15.8% / BEST TWIN 14.7% / 우리 상권이 1.1%p 높음"
"평창동서측",3110010,"한식음식점","이북5도청사",85.48387096774194,"50대",0.167613490359793,0.1708278965260996,-0.32144061663065826,"우리 상권이 낮음","50대 유동 비중: 우리 상권 16.8% / BEST TWIN 17.1% / 우리 상권이 0.3%p 낮음"
"평창동서측",3110010,"한식음식점","이북5도청사",85.48387096774194,"60대 이상",0.28001075307075285,0.264225905923243,1.5784847147509828,"우리 상권이 높음","60대 이상 유동 비중: 우리 상권 28.0% / BEST TWIN 26.4% / 우리 상권이 1.6%p 높음"
"성곡미술관",3110012,"커피-음료","바우뫼공원",91.44835329341318,"10대",0.08630733944954129,0.14295789831425157,-5.665055886471028,"우리 상권이 낮음","10대 유동 비중: 우리 상권 8.6% / BEST TWIN 14.3% / 우리 상권이 5.7%p 낮음"
"성곡미술관",3110012,"커피-음료","바우뫼공원",91.44835329341318,"20대",0.1255381086803105,0.12635621804733835,-0.08181093670278361,"우리 상권이 낮음","20대 유동 비중: 우리 상권 12.6% / BEST TWIN 12.6% / 우리 상권이 0.1%p 낮음"
"성곡미술관",3110012,"커피-음료","바우뫼공원",91.44835329341318,"30대",0.19469124911785463,0.20653250355384858,-1.1841254435993958,"우리 상권이 낮음","30대 유동 비중: 우리 상권 19.5% / BEST TWIN 20.7% / 우리 상권이 1.2%p 낮음"
