"area","area_code","category","twin_code","twin_name","similarity","age_group","area_share","twin_share","difference_pp","direction","comparison_text"
"독립문역 1번","3110002","한식음식점","3110530","아현역 1번",86.35984427141268,"10대",0.18196897335189655,0.1878526897615528,-0.5883716409656264,"우리 상권이 낮음","10대 유동 비중: 우리 상권 18.2% / BEST TWIN 18.8% / 우리 상권이 0.6%p 낮음"
"독립문역 1번","3110002","한식음식점","3110530","아현역 1번",86.35984427141268,"20대",0.12024994126727097,0.15248409280802108,-3.2234151540750116,"우리 상권이 낮음","20대 유동 비중: 우리 상권 12.0% / BEST TWIN 15.2% / 우리 상권이 3.2%p 낮음"
"독립문역 1번","3110002","한식음식점","3110530","아현역 1번",86.35984427141268,"30대",0.12148451111507043,0.16231120251944212,-4.082669140437169,"우리 상권이 낮음","30대 유동 비중: 우리 상권 12.1% / BEST TWIN 16.2% / 우리 상권이 4.1%p 낮음"
"독립문역 1번","3110002","한식음식점","3110530","아현역 1번",86.35984427141268,"40대",0.15405003555498092,0.152978983225143,0.10710523298379238,"우리 상권이 높음","40대 유동 비중: 우리 상권 15.4% / BEST TWIN 15.3% / 우리 상권이 0.1%p 높음"
"독립문역 1번","3110002","한식음식점","3110530","아현역 1번",86.35984427141268,"50대",0.15756769242655255,0.14554919982003986,1.2018492606512692,"우리 상권이 높음","50대 유동 비중: 우리 상권 15.8% / BEST TWIN 14.6% / 우리 상권이 1.2%p 높음"
"독립문역 1번","3110002","한식음식점","3110530","아현역 1번",86.35984427141268,"60대 이상",0.26468199971934425,0.19882383186580113,6.585816785354312,"우리 상권이 높음","60대 이상 유동 비중: 우리 상권 26.5% / BEST TWIN 19.9% / 우리 상권이 6.6%p 높음"
"세검정초등학교","3110003","분식전문점",,,,"10대",0.2386373612481608,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교","3110003","분식전문점",,,,"20대",0.1104255700194191,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교","3110003","분식전문점",,,,"30대",0.09336976026350997,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교","3110003","분식전문점",,,,"40대",0.1520906272057197,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교","3110003","분식전문점",,,,"50대",0.17201189727886618,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교","3110003","분식전문점",,,,"60대 이상",0.23346478398432424,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교","3110003","커피-음료","3110010","평창동서측",87.27544910179641,"10대",0.2386373612481608,0.21129388695834372,2.7343474289817067,"우리 상권이 높음","10대 유동 비중: 우리 상권 23.9% / BEST TWIN 21.1% / 우리 상권이 2.7%p 높음"
"세검정초등학교","3110003","커피-음료","3110010","평창동서측",87.27544910179641,"20대",0.1104255700194191,0.07024285335895095,4.018271666046816,"우리 상권이 높음","20대 유동 비중: 우리 상권 11.0% / BEST TWIN 7.0% / 우리 상권이 4.0%p 높음"
"세검정초등학교","3110003","커피-음료","3110010","평창동서측",87.27544910179641,"30대",0.09336976026350997,0.1129191029092591,-1.9549342645749133,"우리 상권이 낮음","30대 유동 비중: 우리 상권 9.3% / BEST TWIN 11.3% / 우리 상권이 2.0%p 낮음"
"세검정초등학교","3110003","커피-음료","3110010","평창동서측",87.27544910179641,"40대",0.1520906272057197,0.1579199133429004,-0.58292861371807,"우리 상권이 낮음","40대 유동 비중: 우리 상권 15.2% / BEST TWIN 15.8% / 우리 상권이 0.6%p 낮음"
"세검정초등학교","3110003","커피-음료","3110010","평창동서측",87.27544910179641,"50대",0.17201189727886618,0.167613490359793,0.4398406919073172,"우리 상권이 높음","50대 유동 비중: 우리 상권 17.2% / BEST TWIN 16.8% / 우리 상권이 0.4%p 높음"
"세검정초등학교","3110003","커피-음료","3110010","평창동서측",87.27544910179641,"60대 이상",0.23346478398432424,0.28001075307075285,-4.65459690864286,"우리 상권이 낮음","60대 이상 유동 비중: 우리 상권 23.3% / BEST TWIN 28.0% / 우리 상권이 4.7%p 낮음"
"세검정초등학교","3110003","편의점",,,,"10대",0.2386373612481608,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교","3110003","편의점",,,,"20대",0.1104255700194191,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교","3110003","편의점",,,,"30대",0.09336976026350997,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교","3110003","편의점",,,,"40대",0.1520906272057197,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교","3110003","편의점",,,,"50대",0.17201189727886618,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교","3110003","편의점",,,,"60대 이상",0.23346478398432424,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교","3110003","한식음식점","3110005","세검정",89.82202447163516,"10대",0.2386373612481608,0.15664898635191513,8.198837489624566,"우리 상권이 높음","10대 유동 비중: 우리 상권 23.9% / BEST TWIN 15.7% / 우리 상권이 8.2%p 높음"
"세검정초등학교","3110003","한식음식점","3110005","세검정",89.82202447163516,"20대",0.1104255700194191,0.09130170443824819,1.912386558117092,"우리 상권이 높음","20대 유동 비중: 우리 상권 11.0% / BEST TWIN 9.1% / 우리 상권이 1.9%p 높음"
"세검정초등학교","3110003","한식음식점","3110005","세검정",89.82202447163516,"30대",0.09336976026350997,0.10736074131533156,-1.399098105182159,"우리 상권이 낮음","30대 유동 비중: 우리 상권 9.3% / BEST TWIN 10.7% / 우리 상권이 1.4%p 낮음"
"세검정초등학교","3110003","한식음식점","3110005","세검정",89.82202447163516,"40대",0.1520906272057197,0.1734417912325206,-2.13511640268009,"우리 상권이 낮음","40대 유동 비중: 우리 상권 15.2% / BEST TWIN 17.3% / 우리 상권이 2.1%p 낮음"
"세검정초등학교","3110003","한식음식점","3110005","세검정",89.82202447163516,"50대",0.17201189727886618,0.18285498647770393,-1.0843089198837752,"우리 상권이 낮음","50대 유동 비중: 우리 상권 17.2% / BEST TWIN 18.3% / 우리 상권이 1.1%p 낮음"
"세검정초등학교","3110003","한식음식점","3110005","세검정",89.82202447163516,"60대 이상",0.23346478398432424,0.28841275498438124,-5.4947971000057,"우리 상권이 낮음","60대 이상 유동 비중: 우리 상권 23.3% / BEST TWIN 28.8% / 우리 상권이 5.5%p 낮음"
"세검정초등학교","3110003","호프-간이주점",,,,"10대",0.2386373612481608,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교","3110003","호프-간이주점",,,,"20대",0.1104255700194191,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교","3110003","호프-간이주점",,,,"30대",0.09336976026350997,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교","3110003","호프-간이주점",,,,"40대",0.1520906272057197,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교","3110003","호프-간이주점",,,,"50대",0.17201189727886618,,,"비교 불가","적합한 비교 상권 없음"
"세검정초등학교","3110003","호프-간이주점",,,,"60대 이상",0.23346478398432424,,,"비교 불가","적합한 비교 상권 없음"
"대신고등학교","3110004","커피-음료",,,,"10대",0.18649817932110915,,,"비교 불가","적합한 비교 상권 없음"
"대신고등학교","3110004","커피-음료",,,,"20대",0.12050389439551246,,,"비교 불가","적합한 비교 상권 없음"
"대신고등학교","3110004","커피-음료",,,,"30대",0.13073445692309527,,,"비교 불가","적합한 비교 상권 없음"
"대신고등학교","3110004","커피-음료",,,,"40대",0.1589860769609572,,,"비교 불가","적합한 비교 상권 없음"
"대신고등학교","3110004","커피-음료",,,,"50대",0.15563098408673826,,,"비교 불가","적합한 비교 상권 없음"
"대신고등학교","3110004","커피-음료",,,,"60대 이상",0.2476481122703704,,,"비교 불가","적합한 비교 상권 없음"
"대신고등학교","3110004","한식음식점","3110412","창동중학교",87.25667408231368,"10대",0.18649817932110915,0.22417751598112387,-3.767933666001472,"우리 상권이 낮음","10대 유동 비중: 우리 상권 18.6% / BEST TWIN 22.4% / 우리 상권이 3.8%p 낮음"
"대신고등학교","3110004","한식음식점","3110412","창동중학교",87.25667408231368,"20대",0.12050389439551246,0.09729910639579638,2.3204787999716077,"우리 상권이 높음","20대 유동 비중: 우리 상권 12.1% / BEST TWIN 9.7% / 우리 상권이 2.3%p 높음"
"대신고등학교","3110004","한식음식점","3110412","창동중학교",87.25667408231368,"30대",0.13073445692309527,0.12312326383078416,0.7611193092311106,"우리 상권이 높음","30대 유동 비중: 우리 상권 13.1% / BEST TWIN 12.3% / 우리 상권이 0.8%p 높음"
"대신고등학교","3110004","한식음식점","3110412","창동중학교",87.25667408231368,"40대",0.1589860769609572,0.1524147394491114,0.6571337511845798,"우리 상권이 높음","40대 유동 비중: 우리 상권 15.9% / BEST TWIN 15.2% / 우리 상권이 0.7%p 높음"
"대신고등학교","3110004","한식음식점","3110412","창동중학교",87.25667408231368,"50대",0.15563098408673826,0.15994511195153788,-0.4314127864799622,"우리 상권이 낮음","50대 유동 비중: 우리 상권 15.6% / BEST TWIN 16.0% / 우리 상권이 0.4%p 낮음"
"대신고등학교","3110004","한식음식점","3110412","창동중학교",87.25667408231368,"60대 이상",0.2476481122703704,0.2430335687271997,0.46145435431707016,"우리 상권이 높음","60대 이상 유동 비중: 우리 상권 24.8% / BEST TWIN 24.3% / 우리 상권이 0.5%p 높음"
"세검정","3110005","분식전문점",,,,"10대",0.15664898635191513,,,"비교 불가","적합한 비교 상권 없음"
"세검정","3110005","분식전문점",,,,"20대",0.09130170443824819,,,"비교 불가","적합한 비교 상권 없음"
"세검정","3110005","분식전문점",,,,"30대",0.10736074131533156,,,"비교 불가","적합한 비교 상권 없음"
"세검정","3110005","분식전문점",,,,"40대",0.1734417912325206,,,"비교 불가","적합한 비교 상권 없음"
"세검정","3110005","분식전문점",,,,"50대",0.18285498647770393,,,"비교 불가","적합한 비교 상권 없음"
"세검정","3110005","분식전문점",,,,"60대 이상",0.28841275498438124,,,"비교 불가","적합한 비교 상권 없음"
"세검정","3110005","한식음식점","3110009","자하문터널",85.11540600667409,"10대",0.15664898635191513,0.12132532914229768,3.532365720961744,"우리 상권이 높음","10대 유동 비중: 우리 상권 15.7% / BEST TWIN 12.1% / 우리 상권이 3.5%p 높음"
"세검정","3110005","한식음식점","3110009","자하문터널",85.11540600667409,"20대",0.09130170443824819,0.10180867235204699,-1.0506967913798806,"우리 상권이 낮음","20대 유동 비중: 우리 상권 9.1% / BEST TWIN 10.2% / 우리 상권이 1.1%p 낮음"
"세검정","3110005","한식음식점","3110009","자하문터널",85.11540600667409,"30대",0.10736074131533156,0.14765027181614407,-4.028953050081251,"우리 상권이 낮음","30대 유동 비중: 우리 상권 10.7% / BEST TWIN 14.8% / 우리 상권이 4.0%p 낮음"
"세검정","3110005","한식음식점","3110009","자하문터널",85.11540600667409,"40대",0.1734417912325206,0.17329245355937445,0.014933767314614932,"차이 없음","40대 유동 비중: 우리 상권 17.3% / BEST TWIN 17.3% / 차이 없음"
"세검정","3110005","한식음식점","3110009","자하문터널",85.11540600667409,"50대",0.18285498647770393,0.17841316053899467,0.44418259387092596,"우리 상권이 높음","50대 유동 비중: 우리 상권 18.3% / BEST TWIN 17.8% / 우리 상권이 0.4%p 높음"
"세검정","3110005","한식음식점","3110009","자하문터널",85.11540600667409,"60대 이상",0.28841275498438124,0.27751011259114217,1.090264239323907,"우리 상권이 높음","60대 이상 유동 비중: 우리 상권 28.8% / BEST TWIN 27.8% / 우리 상권이 1.1%p 높음"
"부암동주민센터","3110006","커피-음료",,,,"10대",0.09973327148324249,,,"비교 불가","적합한 비교 상권 없음"
"부암동주민센터","3110006","커피-음료",,,,"20대",0.0677258494723414,,,"비교 불가","적합한 비교 상권 없음"
"부암동주민센터","3110006","커피-음료",,,,"30대",0.1242027136727357,,,"비교 불가","적합한 비교 상권 없음"
"부암동주민센터","3110006","커피-음료",,,,"40대",0.1354516989446828,,,"비교 불가","적합한 비교 상권 없음"
"부암동주민센터","3110006","커피-음료",,,,"50대",0.151339441029804,,,"비교 불가","적합한 비교 상권 없음"
"부암동주민센터","3110006","커피-음료",,,,"60대 이상",0.4214310564768642,,,"비교 불가","적합한 비교 상권 없음"
"사직공원(한국사회과학도서관)","3110007","한식음식점","3110546","양화대교북단",90.4963848720801,"10대",0.20601114043019314,0.10760523633196614,9.840590409822699,"우리 상권이 높음","10대 유동 비중: 우리 상권 20.6% / BEST TWIN 10.8% / 우리 상권이 9.8%p 높음"
"사직공원(한국사회과학도서관)","3110007","한식음식점","3110546","양화대교북단",90.4963848720801,"20대",0.11576368101536588,0.1812328482416664,-6.546916722630053,"우리 상권이 낮음","20대 유동 비중: 우리 상권 11.6% / BEST TWIN 18.1% / 우리 상권이 6.5%p 낮음"
"사직공원(한국사회과학도서관)","3110007","한식음식점","3110546","양화대교북단",90.4963848720801,"30대",0.12347664176340578,0.22992298763306088,-10.644634586965509,"우리 상권이 낮음","30대 유동 비중: 우리 상권 12.3% / BEST TWIN 23.0% / 우리 상권이 10.6%p 낮음"
"사직공원(한국사회과학도서관)","3110007","한식음식점","3110546","양화대교북단",90.4963848720801,"40대",0.16756640433425724,0.1815212734822682,-1.3954869148010973,"우리 상권이 낮음","40대 유동 비중: 우리 상권 16.8% / BEST TWIN 18.2% / 우리 상권이 1.4%p 낮음"
"사직공원(한국사회과학도서관)","3110007","한식음식점","3110546","양화대교북단",90.4963848720801,"50대",0.1625678959438379,0.13805672080295325,2.4511175140884633,"우리 상권이 높음","50대 유동 비중: 우리 상권 16.3% / BEST TWIN 13.8% / 우리 상권이 2.5%p 높음"
"사직공원(한국사회과학도서관)","3110007","한식음식점","3110546","양화대교북단",90.4963848720801,"60대 이상",0.2246160837074672,0.16166234735730373,6.295373635016347,"우리 상권이 높음","60대 이상 유동 비중: 우리 상권 22.5% / BEST TWIN 16.2% / 우리 상권이 6.3%p 높음"
"배화여자대학교(박노수미술관)","3110008","분식전문점",,,,"10대",0.17421155380973352,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)","3110008","분식전문점",,,,"20대",0.13808248671651033,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)","3110008","분식전문점",,,,"30대",0.15487393128862925,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)","3110008","분식전문점",,,,"40대",0.17816918162904768,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)","3110008","분식전문점",,,,"50대",0.15622210635903303,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)","3110008","분식전문점",,,,"60대 이상",0.19844074019704616,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)","3110008","커피-음료",,,,"10대",0.17421155380973352,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)","3110008","커피-음료",,,,"20대",0.13808248671651033,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)","3110008","커피-음료",,,,"30대",0.15487393128862925,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)","3110008","커피-음료",,,,"40대",0.17816918162904768,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)","3110008","커피-음료",,,,"50대",0.15622210635903303,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)","3110008","커피-음료",,,,"60대 이상",0.19844074019704616,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)","3110008","한식음식점","3110068","남영역 1번",87.43047830923247,"10대",0.17421155380973352,0.11755619889999941,5.6655354909734115,"우리 상권이 높음","10대 유동 비중: 우리 상권 17.4% / BEST TWIN 11.8% / 우리 상권이 5.7%p 높음"
"배화여자대학교(박노수미술관)","3110008","한식음식점","3110068","남영역 1번",87.43047830923247,"20대",0.13808248671651033,0.1922508569703213,-5.4168370253810965,"우리 상권이 낮음","20대 유동 비중: 우리 상권 13.8% / BEST TWIN 19.2% / 우리 상권이 5.4%p 낮음"
"배화여자대학교(박노수미술관)","3110008","한식음식점","3110068","남영역 1번",87.43047830923247,"30대",0.15487393128862925,0.2549893729759812,-10.011544168735192,"우리 상권이 낮음","30대 유동 비중: 우리 상권 15.5% / BEST TWIN 25.5% / 우리 상권이 10.0%p 낮음"
"배화여자대학교(박노수미술관)","3110008","한식음식점","3110068","남영역 1번",87.43047830923247,"40대",0.17816918162904768,0.167456441042218,1.0712740586829694,"우리 상권이 높음","40대 유동 비중: 우리 상권 17.8% / BEST TWIN 16.7% / 우리 상권이 1.1%p 높음"
"배화여자대학교(박노수미술관)","3110008","한식음식점","3110068","남영역 1번",87.43047830923247,"50대",0.15622210635903303,0.12988650693568726,2.633559942334576,"우리 상권이 높음","50대 유동 비중: 우리 상권 15.6% / BEST TWIN 13.0% / 우리 상권이 2.6%p 높음"
"배화여자대학교(박노수미술관)","3110008","한식음식점","3110068","남영역 1번",87.43047830923247,"60대 이상",0.19844074019704616,0.13786180724532143,6.057893295172473,"우리 상권이 높음","60대 이상 유동 비중: 우리 상권 19.8% / BEST TWIN 13.8% / 우리 상권이 6.1%p 높음"
"배화여자대학교(박노수미술관)","3110008","호프-간이주점",,,,"10대",0.17421155380973352,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)","3110008","호프-간이주점",,,,"20대",0.13808248671651033,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)","3110008","호프-간이주점",,,,"30대",0.15487393128862925,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)","3110008","호프-간이주점",,,,"40대",0.17816918162904768,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)","3110008","호프-간이주점",,,,"50대",0.15622210635903303,,,"비교 불가","적합한 비교 상권 없음"
"배화여자대학교(박노수미술관)","3110008","호프-간이주점",,,,"60대 이상",0.19844074019704616,,,"비교 불가","적합한 비교 상권 없음"
"자하문터널","3110009","커피-음료",,,,"10대",0.12132532914229768,,,"비교 불가","적합한 비교 상권 없음"
"자하문터널","3110009","커피-음료",,,,"20대",0.10180867235204699,,,"비교 불가","적합한 비교 상권 없음"
"자하문터널","3110009","커피-음료",,,,"30대",0.14765027181614407,,,"비교 불가","적합한 비교 상권 없음"
"자하문터널","3110009","커피-음료",,,,"40대",0.17329245355937445,,,"비교 불가","적합한 비교 상권 없음"
"자하문터널","3110009","커피-음료",,,,"50대",0.17841316053899467,,,"비교 불가","적합한 비교 상권 없음"
"자하문터널","3110009","커피-음료",,,,"60대 이상",0.27751011259114217,,,"비교 불가","적합한 비교 상권 없음"
"자하문터널","3110009","한식음식점","3110341","북한산우이역 2번",86.25556173526141,"10대",0.12132532914229768,0.12620748065741885,-0.4882151515121169,"우리 상권이 낮음","10대 유동 비중: 우리 상권 12.1% / BEST TWIN 12.6% / 우리 상권이 0.5%p 낮음"
"자하문터널","3110009","한식음식점","3110341","북한산우이역 2번",86.25556173526141,"20대",0.10180867235204699,0.1367982114788872,-3.498953912684022,"우리 상권이 낮음","20대 유동 비중: 우리 상권 10.2% / BEST TWIN 13.7% / 우리 상권이 3.5%p 낮음"
"자하문터널","3110009","한식음식점","3110341","북한산우이역 2번",86.25556173526141,"30대",0.14765027181614407,0.13330739062094646,1.434288119519761,"우리 상권이 높음","30대 유동 비중: 우리 상권 14.8% / BEST TWIN 13.3% / 우리 상권이 1.4%p 높음"
"자하문터널","3110009","한식음식점","3110341","북한산우이역 2번",86.25556173526141,"40대",0.17329245355937445,0.13215904408735063,4.113340947202381,"우리 상권이 높음","40대 유동 비중: 우리 상권 17.3% / BEST TWIN 13.2% / 우리 상권이 4.1%p 높음"
"자하문터널","3110009","한식음식점","3110341","북한산우이역 2번",86.25556173526141,"50대",0.17841316053899467,0.16254635352286773,1.5866807016126945,"우리 상권이 높음","50대 유동 비중: 우리 상권 17.8% / BEST TWIN 16.3% / 우리 상권이 1.6%p 높음"
"자하문터널","3110009","한식음식점","3110341","북한산우이역 2번",86.25556173526141,"60대 이상",0.27751011259114217,0.3089700743182408,-3.145996172709864,"우리 상권이 낮음","60대 이상 유동 비중: 우리 상권 27.8% / BEST TWIN 30.9% / 우리 상권이 3.1%p 낮음"
"평창동서측","3110010","분식전문점",,,,"10대",0.21129388695834372,,,"비교 불가","적합한 비교 상권 없음"
"평창동서측","3110010","분식전문점",,,,"20대",0.07024285335895095,,,"비교 불가","적합한 비교 상권 없음"
"평창동서측","3110010","분식전문점",,,,"30대",0.1129191029092591,,,"비교 불가","적합한 비교 상권 없음"
"평창동서측","3110010","분식전문점",,,,"40대",0.1579199133429004,,,"비교 불가","적합한 비교 상권 없음"
"평창동서측","3110010","분식전문점",,,,"50대",0.167613490359793,,,"비교 불가","적합한 비교 상권 없음"
"평창동서측","3110010","분식전문점",,,,"60대 이상",0.28001075307075285,,,"비교 불가","적합한 비교 상권 없음"
"평창동서측","3110010","커피-음료",,,,"10대",0.21129388695834372,,,"비교 불가","적합한 비교 상권 없음"
"평창동서측","3110010","커피-음료",,,,"20대",0.07024285335895095,,,"비교 불가","적합한 비교 상권 없음"
"평창동서측","3110010","커피-음료",,,,"30대",0.1129191029092591,,,"비교 불가","적합한 비교 상권 없음"
"평창동서측","3110010","커피-음료",,,,"40대",0.1579199133429004,,,"비교 불가","적합한 비교 상권 없음"
"평창동서측","3110010","커피-음료",,,,"50대",0.167613490359793,,,"비교 불가","적합한 비교 상권 없음"
"평창동서측","3110010","커피-음료",,,,"60대 이상",0.28001075307075285,,,"비교 불가","적합한 비교 상권 없음"
"평창동서측","3110010","한식음식점","3110916","내방역 4번",86.47107897664071,"10대",0.21129388695834372,0.16733033336394526,4.396355359439847,"우리 상권이 높음","10대 유동 비중: 우리 상권 21.1% / BEST TWIN 16.7% / 우리 상권이 4.4%p 높음"
"평창동서측","3110010","한식음식점","3110916","내방역 4번",86.47107897664071,"20대",0.07024285335895095,0.1242740380200202,-5.403118466106925,"우리 상권이 낮음","20대 유동 비중: 우리 상권 7.0% / BEST TWIN 12.4% / 우리 상권이 5.4%p 낮음"
"평창동서측","3110010","한식음식점","3110916","내방역 4번",86.47107897664071,"30대",0.1129191029092591,0.17705390761318762,-6.413480470392852,"우리 상권이 낮음","30대 유동 비중: 우리 상권 11.3% / BEST TWIN 17.7% / 우리 상권이 6.4%p 낮음"
"평창동서측","3110010","한식음식점","3110916","내방역 4번",86.47107897664071,"40대",0.1579199133429004,0.1820809991734778,-2.416108583057741,"우리 상권이 낮음","40대 유동 비중: 우리 상권 15.8% / BEST TWIN 18.2% / 우리 상권이 2.4%p 낮음"
"평창동서측","3110010","한식음식점","3110916","내방역 4번",86.47107897664071,"50대",0.167613490359793,0.15633942510790705,1.1274065251885956,"우리 상권이 높음","50대 유동 비중: 우리 상권 16.8% / BEST TWIN 15.6% / 우리 상권이 1.1%p 높음"
"평창동서측","3110010","한식음식점","3110916","내방역 4번",86.47107897664071,"60대 이상",0.28001075307075285,0.1929231334374139,8.708761963333894,"우리 상권이 높음","60대 이상 유동 비중: 우리 상권 28.0% / BEST TWIN 19.3% / 우리 상권이 8.7%p 높음"
"성곡미술관","3110012","커피-음료","3110075","숙대입구역 1번",87.2567365269461,"10대",0.08630733944954129,0.10139054564322958,-1.508320619368829,"우리 상권이 낮음","10대 유동 비중: 우리 상권 8.6% / BEST TWIN 10.1% / 우리 상권이 1.5%p 낮음"
"성곡미술관","3110012","커피-음료","3110075","숙대입구역 1번",87.2567365269461,"20대",0.1255381086803105,0.155526227478716,-2.9988118798405488,"우리 상권이 낮음","20대 유동 비중: 우리 상권 12.6% / BEST TWIN 15.6% / 우리 상권이 3.0%p 낮음"
"성곡미술관","3110012","커피-음료","3110075","숙대입구역 1번",87.2567365269461,"30대",0.19469124911785463,0.18604293743249609,0.864831168535854,"우리 상권이 높음","30대 유동 비중: 우리 상권 19.5% / BEST TWIN 18.6% / 우리 상권이 0.9%p 높음"
"성곡미술관","3110012","커피-음료","3110075","숙대입구역 1번",87.2567365269461,"40대",0.2041531404375441,0.1599973491930549,4.415579124448921,"우리 상권이 높음","40대 유동 비중: 우리 상권 20.4% / BEST TWIN 16.0% / 우리 상권이 4.4%p 높음"
"성곡미술관","3110012","커피-음료","3110075","숙대입구역 1번",87.2567365269461,"50대",0.185515172900494,0.1619064941950148,2.36086787054792,"우리 상권이 높음","50대 유동 비중: 우리 상권 18.6% / BEST TWIN 16.2% / 우리 상권이 2.4%p 높음"
